audio_id,filename,class_label,source,original_filename,sha256,split,augmented,relative_path
SS00553,SS00553_20a3a8bb.wav,animal_sound,esc50,3-145382-A-1.wav,20a3a8bbeec30ee012d8241acc02752d5f80877d2d3b58847b23bd5a99f7ee56,train,original,categorized_audio\animal_sound\SS00553_20a3a8bb.wav
SS00554,SS00554_0cfe3103.wav,vehicle_horn,esc50,3-145577-A-43.wav,0cfe3103f197d1f8d23cb7afb5b81468f44a66ca86e7cc1b6051fc2892f9c4e3,train,original,categorized_audio\vehicle_horn\SS00554_0cfe3103.wav
SS00555,SS00555_a57a362d.wav,background_noise,esc50,3-145719-A-17.wav,a57a362da2ccacb77a7f90389ef11de3d7b5e339885f392a4de7b997ae9512db,train,original,categorized_audio\background_noise\SS00555_a57a362d.wav
SS00556,SS00556_126163ee.wav,background_noise,esc50,3-145774-A-12.wav,126163ee53c9cfc620a9963303a56e5e8fb2e1a47da02ac0a8849f35244e0c8e,train,original,categorized_audio\background_noise\SS00556_126163ee.wav
SS00557,SS00557_e667c05e.wav,animal_sound,esc50,3-146033-A-13.wav,e667c05eb2138c3ab9423157979c3e1ec0f9b8b5332d0e214299c7604e16238d,train,original,categorized_audio\animal_sound\SS00557_e667c05e.wav
SS00558,SS00558_a01623d7.wav,machinery_fault,esc50,3-146186-A-44.wav,a01623d754693bd4121d8e3d98410a8d46ee8d708d97fc1a3fcf91c07714b7f3,train,original,categorized_audio\machinery_fault\SS00558_a01623d7.wav
SS00559,SS00559_eecf11e6.wav,vehicle_horn,esc50,3-146697-A-43.wav,eecf11e6945781d89a689d5e691329935ca865a23827d4d57e79b6b84bd6b631,val,original,categorized_audio\vehicle_horn\SS00559_eecf11e6.wav
SS00560,SS00560_75cb3eeb.wav,animal_sound,esc50,3-146964-A-5.wav,75cb3eeb2419bd4bbcf43cfa5a94d1c5d2c25f48baf00cdf65bfb9f86d186b14,train,original,categorized_audio\animal_sound\SS00560_75cb3eeb.wav
SS00561,SS00561_055f2243.wav,animal_sound,esc50,3-146965-A-5.wav,055f22434ebd4aaa2963ec9463f29d02b9c2caa5eeabe58042047c648a136bdd,test,original,categorized_audio\animal_sound\SS00561_055f2243.wav
SS00562,SS00562_0e03619b.wav,animal_sound,esc50,3-146972-A-5.wav,0e03619bb44fbccdd8ea110e90bc6dc4226d32c2718a78bd0e27bd4ab85546d5,train,original,categorized_audio\animal_sound\SS00562_0e03619b.wav
SS00563,SS00563_e5de3d14.wav,background_noise,esc50,3-147965-A-12.wav,e5de3d144c438512347ce7ebad8a7d69b0f1a28e47dc1c2ee86da44a6ef30a03,test,original,categorized_audio\background_noise\SS00563_e5de3d14.wav
SS00564,SS00564_3e1cd1eb.wav,alarm_siren,esc50,3-148297-A-37.wav,3e1cd1eb5c9bfe18c841b222af19d3d0fb999a931c4665c9c43385f5f26739ce,val,original,categorized_audio\alarm_siren\SS00564_3e1cd1eb.wav
SS00565,SS00565_0ab04272.wav,animal_sound,esc50,3-149189-A-1.wav,0ab042724404b7b43a3f0b31188f57e6acf04f531dc3fa0f1f09ab68ad096d4f,train,original,categorized_audio\animal_sound\SS00565_0ab04272.wav
SS00566,SS00566_3e659284.wav,background_noise,esc50,3-149448-A-17.wav,3e659284e1dde96035bbf91f0dc06804b32f4b1f5677192d1b753eafe2f37add,train,original,categorized_audio\background_noise\SS00566_3e659284.wav
SS00567,SS00567_a36007dc.wav,machinery_fault,esc50,3-151269-A-35.wav,a36007dc9716a76d7aedbd05afa4a99c72cacaccb442eccb2dda4cb74f3849db,val,original,categorized_audio\machinery_fault\SS00567_a36007dc.wav
SS00568,SS00568_1f093cd6.wav,machinery_fault,esc50,3-151273-A-35.wav,1f093cd623b2171570e3342e9bfa7bf3c18b5112590321e762c65bcd079d956a,test,original,categorized_audio\machinery_fault\SS00568_1f093cd6.wav
SS00569,SS00569_7ddbf7a3.wav,machinery_fault,esc50,3-152020-A-36.wav,7ddbf7a38dc48773279a392aa8914c313481422b21ccbb221bb2f8321f39f06c,train,original,categorized_audio\machinery_fault\SS00569_7ddbf7a3.wav
SS00570,SS00570_304f09eb.wav,machinery_fault,esc50,3-152020-B-36.wav,304f09ebbd0232d073c29d19903a48d02e442e5a161ec04d1afe9914572acf9d,train,original,categorized_audio\machinery_fault\SS00570_304f09eb.wav
SS00571,SS00571_4ced9cc6.wav,machinery_fault,esc50,3-152020-C-36.wav,4ced9cc682392672f385022463c93959a21916af693324410932b031e5e5d8c8,train,original,categorized_audio\machinery_fault\SS00571_4ced9cc6.wav
SS00572,SS00572_b6d13914.wav,animal_sound,esc50,3-152039-A-3.wav,b6d139146003fec98b8db3c4ce932b8f6bf775b5babeb191433761461a14a1b9,val,original,categorized_audio\animal_sound\SS00572_b6d13914.wav
SS00573,SS00573_f822c6e9.wav,animal_sound,esc50,3-152039-B-3.wav,f822c6e965342576e5434e5cce0524d3430150b0395ae256557be53454c87af0,train,original,categorized_audio\animal_sound\SS00573_f822c6e9.wav
SS00574,SS00574_d9ef7185.wav,vehicle_horn,esc50,3-153057-A-43.wav,d9ef718570e5f58436d84a45a0619d1b812eac187282dad30fbf166432f6cf79,test,original,categorized_audio\vehicle_horn\SS00574_d9ef7185.wav
SS00575,SS00575_ef8f465d.wav,background_noise,esc50,3-154439-A-17.wav,ef8f465d02e9e9443a14db84eb7c3fa60840c6336040d1ed3b90ccbaf9c2a3cb,val,original,categorized_audio\background_noise\SS00575_ef8f465d.wav
SS00576,SS00576_ac4c00e6.wav,machinery_fault,esc50,3-154758-A-44.wav,ac4c00e6505ba0b7ce87bdc32580881e11d401d97d3d0a995a74933fa71983ba,test,original,categorized_audio\machinery_fault\SS00576_ac4c00e6.wav
SS00577,SS00577_6ffb2cb8.wav,animal_sound,esc50,3-154957-A-1.wav,6ffb2cb87baaaadf4833dc967e2c5b0006efed54c30cd1723bd546266cd0f089,val,original,categorized_audio\animal_sound\SS00577_6ffb2cb8.wav
SS00578,SS00578_3e086824.wav,vehicle_horn,esc50,3-155130-A-43.wav,3e0868245e2f29e1c437f21d9e9da69ca15187c9c54d8339150f677e8ed3c34b,train,original,categorized_audio\vehicle_horn\SS00578_3e086824.wav
SS00579,SS00579_d3dd9ebc.wav,vehicle_horn,esc50,3-155234-A-43.wav,d3dd9ebc885f00e0857e10fc2c42716c078506c88bb4c28b1eceff75dbf21100,train,original,categorized_audio\vehicle_horn\SS00579_d3dd9ebc.wav
SS00580,SS00580_cd91728d.wav,animal_sound,esc50,3-155312-A-0.wav,cd91728dada57b9083122f0991dad5de4010287f91847bca4ac828d6402080e4,test,original,categorized_audio\animal_sound\SS00580_cd91728d.wav
SS00581,SS00581_962fc835.wav,animal_sound,esc50,3-155577-A-14.wav,962fc83526ff70ac2392023ad032ae0f2f898d609775b438f22a4e3b639cbe7d,val,original,categorized_audio\animal_sound\SS00581_962fc835.wav
SS00582,SS00582_3203e758.wav,animal_sound,esc50,3-155578-A-14.wav,3203e75865f750f362b9c0b8d8265b4a4332631d8b2d48b5d7e5324f79456fdf,train,original,categorized_audio\animal_sound\SS00582_3203e758.wav
SS00583,SS00583_001ac631.wav,animal_sound,esc50,3-155579-A-14.wav,001ac631fb996c35e511a732e758e82c123e5a353a547acb05f81e7223c1540e,train,original,categorized_audio\animal_sound\SS00583_001ac631.wav
SS00584,SS00584_72ba6bac.wav,animal_sound,esc50,3-155583-A-14.wav,72ba6bac187597092a075357be3de44afb1a27761fb6a1e4cbfa088e2e268f2a,train,original,categorized_audio\animal_sound\SS00584_72ba6bac.wav
SS00585,SS00585_f806bf97.wav,animal_sound,esc50,3-155584-A-14.wav,f806bf97ee343fdec1eb56fa9347e3ea9a48143282f4b2f8753beb2717ad69ae,train,original,categorized_audio\animal_sound\SS00585_f806bf97.wav
SS00586,SS00586_2b3168d0.wav,background_noise,esc50,3-155642-A-11.wav,2b3168d0ece00768528c830841cd6edd683367bfb1ae0da1788912713a8a895d,train,original,categorized_audio\background_noise\SS00586_2b3168d0.wav
SS00587,SS00587_76de2c04.wav,background_noise,esc50,3-155642-B-11.wav,76de2c046bd684e4788f852b5c3bc56df90b97660627b197619d156eccd3f306,train,original,categorized_audio\background_noise\SS00587_76de2c04.wav
SS00588,SS00588_2095c94c.wav,animal_sound,esc50,3-155766-A-13.wav,2095c94cb12f8deed814578138c71802c4c090106149aeee536cf2768a70b9c5,train,original,categorized_audio\animal_sound\SS00588_2095c94c.wav
SS00589,SS00589_4761e1ab.wav,machinery_fault,esc50,3-156391-A-35.wav,4761e1aba4ab6c6bc5a1d969b6fb5e47cc3504d6d555c9ba9138a440272b34a4,val,original,categorized_audio\machinery_fault\SS00589_4761e1ab.wav
SS00590,SS00590_1c114994.wav,machinery_fault,esc50,3-156393-A-35.wav,1c1149941acbdc9c7b6b0b9d55786a801184c95f572bf13fb5a6eac05fd0a71e,val,original,categorized_audio\machinery_fault\SS00590_1c114994.wav
SS00591,SS00591_84dcba1a.wav,animal_sound,esc50,3-156581-A-14.wav,84dcba1ac7493f9b72a7507d92a81b5e8ef680f7f685ba2b7652b0286cefb496,train,original,categorized_audio\animal_sound\SS00591_84dcba1a.wav
SS00592,SS00592_4b12f5ad.wav,animal_sound,esc50,3-156581-B-14.wav,4b12f5ad0034beaac805ebeab9f1fe24e5ca94283deddadf18559481c19b638f,train,original,categorized_audio\animal_sound\SS00592_4b12f5ad.wav
SS00593,SS00593_713f2d9a.wav,background_noise,esc50,3-156907-A-15.wav,713f2d9acc4ea229c8cc0687e7d3b6282d21f861dedc96ced65cbb2389b0ad7c,val,original,categorized_audio\background_noise\SS00593_713f2d9a.wav
SS00594,SS00594_83d1a7c6.wav,background_noise,esc50,3-157149-A-10.wav,83d1a7c62ffbf4f2241775502ec2fe3cf5c32fd69b4c107d8ca66b21d08bcda9,val,original,categorized_audio\background_noise\SS00594_83d1a7c6.wav
SS00595,SS00595_73237982.wav,background_noise,esc50,3-157187-A-12.wav,732379827a29ef372d098553de376a66adaac8c32b357221295a9bc7ebba84f0,train,original,categorized_audio\background_noise\SS00595_73237982.wav
SS00596,SS00596_2acadf44.wav,background_noise,esc50,3-157487-A-10.wav,2acadf44d110c13b39bf17d6db9afa13bb4db19c8b3147b1a61b4f492caf1e97,train,original,categorized_audio\background_noise\SS00596_2acadf44.wav
SS00597,SS00597_5d3ac199.wav,background_noise,esc50,3-157615-A-10.wav,5d3ac19904b4f7f0545f20b5a4d31d0cc9d97c5f555efc42b0484b41418052fa,val,original,categorized_audio\background_noise\SS00597_5d3ac199.wav
SS00598,SS00598_7a6099b6.wav,animal_sound,esc50,3-157695-A-0.wav,7a6099b6ef5f58af8b6f9a9deda41cc0d8efe5a0fd60fdd638a711523674903a,train,original,categorized_audio\animal_sound\SS00598_7a6099b6.wav
SS00599,SS00599_6d5eb5cb.wav,background_noise,esc50,3-158476-A-12.wav,6d5eb5cbb48457fddc3647fa4750e1c5d3c8f5121756182206adfbf9c9eedc50,train,original,categorized_audio\background_noise\SS00599_6d5eb5cb.wav
SS00600,SS00600_5327e757.wav,machinery_fault,esc50,3-159346-A-36.wav,5327e7573883e6dfbcfd2d0ee1106a9fb3a2121e108fe9d7b8c1313c4df73819,train,original,categorized_audio\machinery_fault\SS00600_5327e757.wav
SS00601,SS00601_b65b9b21.wav,machinery_fault,esc50,3-159346-B-36.wav,b65b9b210d3504813c914551618622a005f20a8fd4398fcfa13a10c4eb7233ca,train,original,categorized_audio\machinery_fault\SS00601_b65b9b21.wav
SS00602,SS00602_749869b3.wav,machinery_fault,esc50,3-159347-A-36.wav,749869b3dac818842a45bfde1afdf1ebcb5217eb3b0e4fe147dc473048fb5da9,val,original,categorized_audio\machinery_fault\SS00602_749869b3.wav
SS00603,SS00603_721091bc.wav,machinery_fault,esc50,3-159347-B-36.wav,721091bccc4982b97642db5feb28bf9e80de3f26751bf1a007d9f3b258043f4b,train,original,categorized_audio\machinery_fault\SS00603_721091bc.wav
SS00604,SS00604_5e2a8507.wav,machinery_fault,esc50,3-159348-A-36.wav,5e2a850746457f0823b26ae31227d340b3dafab392e1b5714bbc63502be6cdc0,train,original,categorized_audio\machinery_fault\SS00604_5e2a8507.wav
SS00605,SS00605_28c8678f.wav,background_noise,esc50,3-160119-A-15.wav,28c8678f97375100236a78fb738110aab8e571400a5c707fdcf5c49e0247e31f,train,original,categorized_audio\background_noise\SS00605_28c8678f.wav
SS00606,SS00606_61ef8f7b.wav,animal_sound,esc50,3-160993-A-3.wav,61ef8f7b6e36aa50fe8e1e10c5d1c4867e7c185e85e2385a71e9090e4801cdbe,train,original,categorized_audio\animal_sound\SS00606_61ef8f7b.wav
SS00607,SS00607_b44f3e2b.wav,vehicle_horn,esc50,3-161010-A-43.wav,b44f3e2b3e75394ab4f475cad59304852c64f5d9c3e3ee7735913cc4de176346,train,original,categorized_audio\vehicle_horn\SS00607_b44f3e2b.wav
SS00608,SS00608_784ac0b1.wav,background_noise,esc50,3-161500-A-17.wav,784ac0b121a0e4cde47c7c146872b20d06744bcc28b85e5fc6ed97509f57f30c,train,original,categorized_audio\background_noise\SS00608_784ac0b1.wav
SS00609,SS00609_b8eb49bd.wav,animal_sound,esc50,3-162786-A-13.wav,b8eb49bd608bd3f525c021689601857a51c1a94f99f75c2e9854e52ff9885c56,train,original,categorized_audio\animal_sound\SS00609_b8eb49bd.wav
SS00610,SS00610_941201c0.wav,animal_sound,esc50,3-163288-A-1.wav,941201c0fc36b34f7b84ed0b89342c7d8a66576a526c68d4992265f4b81646fe,train,original,categorized_audio\animal_sound\SS00610_941201c0.wav
SS00611,SS00611_fede0d9d.wav,animal_sound,esc50,3-163459-A-0.wav,fede0d9dcbf6c0252880acf39d411d62e0060e9c9ff3bda9135b3dc2bccb41fe,train,original,categorized_audio\animal_sound\SS00611_fede0d9d.wav
SS00612,SS00612_84a80968.wav,animal_sound,esc50,3-163607-A-13.wav,84a809683296237fe88f185b856ac8f8bc100f5b6c8450af64cb5fb0066b2940,train,original,categorized_audio\animal_sound\SS00612_84a80968.wav
SS00613,SS00613_8ab92791.wav,animal_sound,esc50,3-163607-B-13.wav,8ab927913468338f081b484410b18ba1f8a82eb438a67234747952a569f89163,train,original,categorized_audio\animal_sound\SS00613_8ab92791.wav
SS00614,SS00614_ac4eeb35.wav,animal_sound,esc50,3-163727-A-3.wav,ac4eeb35319ea2a640ab0469b885ce770d28ce28b26dddbea5c3b8aa6c096496,train,original,categorized_audio\animal_sound\SS00614_ac4eeb35.wav
SS00615,SS00615_adcd03bf.wav,background_noise,esc50,3-164120-A-11.wav,adcd03bf5b6a5c220cfbc4382ba6aa6873bedef53d0034a4dc5e2f0f6a183cb4,val,original,categorized_audio\background_noise\SS00615_adcd03bf.wav
SS00616,SS00616_f41a1d63.wav,animal_sound,esc50,3-164216-A-6.wav,f41a1d639e47803b31e2d381429bcb575d12d70da6876e3c0242b4e51dcc30be,train,original,categorized_audio\animal_sound\SS00616_f41a1d63.wav
SS00617,SS00617_b3d51f82.wav,animal_sound,esc50,3-164216-B-6.wav,b3d51f822f3035dc50344c9fbe40a1cf629a2a44884a4aadf51a7c01bce97f8c,train,original,categorized_audio\animal_sound\SS00617_b3d51f82.wav
SS00618,SS00618_4e58de95.wav,animal_sound,esc50,3-164216-C-6.wav,4e58de9522e676f6f09480c6037f95535ebb9fe2f7f0e1a5c314a09670910597,train,original,categorized_audio\animal_sound\SS00618_4e58de95.wav
SS00619,SS00619_64260044.wav,background_noise,esc50,3-164592-A-15.wav,642600443ae4f0be042ab271af9a88b834648361059a206118398deec5d53873,train,original,categorized_audio\background_noise\SS00619_64260044.wav
SS00620,SS00620_cb2f3dd4.wav,background_noise,esc50,3-164593-A-15.wav,cb2f3dd439acbba31b4a292f14b12e5d698796235aeab7f857fef3167e463ffd,train,original,categorized_audio\background_noise\SS00620_cb2f3dd4.wav
SS00621,SS00621_3f6652e5.wav,background_noise,esc50,3-164594-A-15.wav,3f6652e5d3289ca0b2f072a6c449e0b92cdb920130b9b50ec66043ff68d974f7,train,original,categorized_audio\background_noise\SS00621_3f6652e5.wav
SS00622,SS00622_20079e9c.wav,background_noise,esc50,3-164595-A-15.wav,20079e9c34ffa6a0d6f6474c1a77c79e7e1ccb3cf982f47fc1105a2684f5a1d6,test,original,categorized_audio\background_noise\SS00622_20079e9c.wav
SS00623,SS00623_f51da902.wav,background_noise,esc50,3-164630-A-11.wav,f51da90204e7194f92090de1872a27968ffda90c53fc694ca9d4781233fb6dad,val,original,categorized_audio\background_noise\SS00623_f51da902.wav
SS00624,SS00624_4382daa9.wav,machinery_fault,esc50,3-165856-A-41.wav,4382daa9057a7ccd87814f783f8cc72260a243e989cab1680977711cc2117d6b,val,original,categorized_audio\machinery_fault\SS00624_4382daa9.wav
SS00625,SS00625_1e17ce0d.wav,background_noise,esc50,3-166324-A-15.wav,1e17ce0d83924170a27459c99151e7755ac7a325bc9ffde11383ee75e56f7642,train,original,categorized_audio\background_noise\SS00625_1e17ce0d.wav
SS00626,SS00626_e3c2b5d9.wav,background_noise,esc50,3-166326-A-15.wav,e3c2b5d946738990d8f43dcf6de4beae730a282f8acb5c322a058ec234c1e241,train,original,categorized_audio\background_noise\SS00626_e3c2b5d9.wav
SS00627,SS00627_3ecc909c.wav,background_noise,esc50,3-166422-A-11.wav,3ecc909c603753417b812b66a4846f3159bf854cc22b695f5018948bd1035fc9,train,original,categorized_audio\background_noise\SS00627_3ecc909c.wav
SS00628,SS00628_7aff1d04.wav,animal_sound,esc50,3-170015-A-0.wav,7aff1d04c4c381636e0bfc7d9dfbf76509d0f30674fc542bb8f8ed757f29e29d,val,original,categorized_audio\animal_sound\SS00628_7aff1d04.wav
SS00629,SS00629_23dfcb56.wav,animal_sound,esc50,3-171281-A-6.wav,23dfcb563aa880deeeb8e4e8f590c79d1fe7368f7e28b0e79ec266c421c1f9cc,train,original,categorized_audio\animal_sound\SS00629_23dfcb56.wav
SS00630,SS00630_86c2d000.wav,vehicle_horn,esc50,3-174840-A-43.wav,86c2d00015c345e5aef746eedd00068d941c298a8408f01a4b0e7dfccbbafc44,train,original,categorized_audio\vehicle_horn\SS00630_86c2d000.wav
SS00631,SS00631_5511f3b0.wav,animal_sound,esc50,3-178096-A-6.wav,5511f3b07a1c809750bc8671f6cffd2128e205400b4d4a39edb0132be1eb2932,train,original,categorized_audio\animal_sound\SS00631_5511f3b0.wav
SS00632,SS00632_39ed8c8b.wav,animal_sound,esc50,3-180256-A-0.wav,39ed8c8b60974843511f0f53e33e37f670f9cf22eebcb8b23798d52e0309127b,test,original,categorized_audio\animal_sound\SS00632_39ed8c8b.wav
SS00633,SS00633_d5d290a1.wav,animal_sound,esc50,3-180977-A-0.wav,d5d290a12f7aac1e5a5cee44e7a4d6033ee9f9999846f84b2278f7fbd6516df2,train,original,categorized_audio\animal_sound\SS00633_d5d290a1.wav
SS00634,SS00634_e454897f.wav,animal_sound,esc50,3-181132-A-14.wav,e454897f74f9c366242072e46a8ab4ed788419e0ff0443920bd58c46d9f8d410,val,original,categorized_audio\animal_sound\SS00634_e454897f.wav
SS00635,SS00635_732e1123.wav,machinery_fault,esc50,3-182710-A-35.wav,732e1123c1e2979c81990e2c239c51cac79cbbf969e46d8f675b94c147205af3,test,original,categorized_audio\machinery_fault\SS00635_732e1123.wav
SS00636,SS00636_5dc009b9.wav,machinery_fault,esc50,3-182710-B-35.wav,5dc009b9150c3e6ae02f126869df204e486116739d468c7983e37f56f8a18fb5,train,original,categorized_audio\machinery_fault\SS00636_5dc009b9.wav
SS00637,SS00637_55c86d13.wav,animal_sound,esc50,3-187549-A-6.wav,55c86d138a66780f2e65b0d6410290427506bfa0c7e111a3cd5c052965c70ece,train,original,categorized_audio\animal_sound\SS00637_55c86d13.wav
SS00638,SS00638_5a3a7708.wav,animal_sound,esc50,3-187549-B-6.wav,5a3a7708ff143c1bdc54fe7a8becd0324cd047da4a6421c74692efe32cccb097,train,original,categorized_audio\animal_sound\SS00638_5a3a7708.wav
SS00639,SS00639_97714f53.wav,background_noise,esc50,3-187710-A-11.wav,97714f535ad104a9eac0b85552f37b97e05b1d18f67223d502d201503b02dbaa,train,original,categorized_audio\background_noise\SS00639_97714f53.wav
SS00640,SS00640_904c4bb1.wav,animal_sound,esc50,3-188390-A-6.wav,904c4bb1948ddd19347052c7649dfe1f964eed60c2a47729ac01a77587d9c307,train,original,categorized_audio\animal_sound\SS00640_904c4bb1.wav
SS00641,SS00641_bef59e36.wav,machinery_fault,esc50,3-188726-A-35.wav,bef59e3622bec0845d4158a04757381be86099b100966cd4b3c8954befb61b32,train,original,categorized_audio\machinery_fault\SS00641_bef59e36.wav
SS00642,SS00642_295ed695.wav,animal_sound,esc50,3-197408-A-8.wav,295ed695e2da102916bf51f8ae5871e71f05148cfe15ac88e91605f2d36069d8,train,original,categorized_audio\animal_sound\SS00642_295ed695.wav
SS00643,SS00643_3e6ec65e.wav,animal_sound,esc50,3-197408-B-8.wav,3e6ec65e5700508b6341d43b0cb6b5d5198a963ad3524b4171fbaf6f9ab5741d,train,original,categorized_audio\animal_sound\SS00643_3e6ec65e.wav
SS00644,SS00644_62f19b1b.wav,animal_sound,esc50,3-197408-C-8.wav,62f19b1ba524ef415844bdc72b515d02082111e8c99b22c9e199cb9d55b288e0,train,original,categorized_audio\animal_sound\SS00644_62f19b1b.wav
SS00645,SS00645_60a600ff.wav,glass_breaking,esc50,3-203371-A-39.wav,60a600ff3e1ac00b41c60b0e3979ee8b1b46ebfcbc370523389094e4fbda415b,train,original,categorized_audio\glass_breaking\SS00645_60a600ff.wav
SS00646,SS00646_beb06055.wav,glass_breaking,esc50,3-203373-A-39.wav,beb0605537f3fe20e98b54f19f20842d92b7a95f9408dee41e620a8955b33111,train,original,categorized_audio\glass_breaking\SS00646_beb06055.wav
SS00647,SS00647_d2d0b97a.wav,glass_breaking,esc50,3-203374-A-39.wav,d2d0b97a0ad01b927a83605cd4e5cc988c4b868e1e01a4fa874563c038e16473,test,original,categorized_audio\glass_breaking\SS00647_d2d0b97a.wav
SS00648,SS00648_b6a987fe.wav,glass_breaking,esc50,3-203375-A-39.wav,b6a987feb4855cf91f55498dcc04bee4fd0f8ed06290d451ce37a07fff230feb,train,original,categorized_audio\glass_breaking\SS00648_b6a987fe.wav
SS00649,SS00649_66c6c338.wav,glass_breaking,esc50,3-203377-A-39.wav,66c6c338f75f509754b454cedae44597f70c97a44f79a3079da0183a63e34562,train,original,categorized_audio\glass_breaking\SS00649_66c6c338.wav
SS00650,SS00650_becad9c6.wav,animal_sound,esc50,3-20861-A-8.wav,becad9c6424e0e7743f11a7c9fa2a6c1fcb8088a667e40a354d725c5c72f0197,train,original,categorized_audio\animal_sound\SS00650_becad9c6.wav
SS00651,SS00651_7469dd85.wav,machinery_fault,esc50,3-208820-A-49.wav,7469dd85a3d413e216a139c0c82cb25956de27c98d21ed6954979ca455655607,train,original,categorized_audio\machinery_fault\SS00651_7469dd85.wav
SS00652,SS00652_2ff2076e.wav,glass_breaking,esc50,3-216280-A-39.wav,2ff2076e898eb818ee6ce5edb615126500b72f6c2fb525ea6bd411d73f8ca580,train,original,categorized_audio\glass_breaking\SS00652_2ff2076e.wav
SS00653,SS00653_6f0ae114.wav,glass_breaking,esc50,3-216281-A-39.wav,6f0ae114a872f560946a6a45d474f2b9e0664325ac5b236bc396723ecfbcb5ff,test,original,categorized_audio\glass_breaking\SS00653_6f0ae114.wav
SS00654,SS00654_b494fb47.wav,glass_breaking,esc50,3-216284-A-39.wav,b494fb47b9afd88715976c1476e6115024b8869681a293ea761fea72a03abf3e,val,original,categorized_audio\glass_breaking\SS00654_b494fb47.wav
SS00655,SS00655_bce22c0b.wav,animal_sound,esc50,3-233151-A-2.wav,bce22c0bd615db7dcb5b7b05ac4249647512ac324bf4ea3eb21725c108573c5c,train,original,categorized_audio\animal_sound\SS00655_bce22c0b.wav
SS00656,SS00656_59d89e8d.wav,vehicle_horn,esc50,3-243726-A-43.wav,59d89e8d5ec2897522d4f9ff35dc381f751e3af6253db49ddc7865e75b35121e,train,original,categorized_audio\vehicle_horn\SS00656_59d89e8d.wav
SS00657,SS00657_ea435164.wav,background_noise,esc50,3-246513-A-16.wav,ea4351647ba7f248a404e583e525a83b86118c7e7c5f4544f8b1315e84ff7557,train,original,categorized_audio\background_noise\SS00657_ea435164.wav
SS00658,SS00658_e0adc183.wav,background_noise,esc50,3-246513-B-16.wav,e0adc1831f31a13f692e123ea4024cbcab64b2191c21ac632700e139206fc351,test,original,categorized_audio\background_noise\SS00658_e0adc183.wav
SS00659,SS00659_8ed9b723.wav,animal_sound,esc50,3-253081-A-2.wav,8ed9b72315b9f5a755fa23730812367e174bdb435473b543569a3b44f7566f7a,train,original,categorized_audio\animal_sound\SS00659_8ed9b723.wav
SS00660,SS00660_0513f5f2.wav,animal_sound,esc50,3-253084-A-2.wav,0513f5f29947f71b9cace01ce7a82dd309a8753bed388d8361f57c76208f9768,train,original,categorized_audio\animal_sound\SS00660_0513f5f2.wav
SS00661,SS00661_1b37ac40.wav,animal_sound,esc50,3-253084-B-2.wav,1b37ac40059058fabbc9f1ca10a5c8c9a6bc4e09dd32d40c9b7f0a6896258d69,train,original,categorized_audio\animal_sound\SS00661_1b37ac40.wav
SS00662,SS00662_1fb83a06.wav,animal_sound,esc50,3-253084-C-2.wav,1fb83a0697f38bee98694c6d54517ea10401b441bbc15c5b54ee0b0a0e4b8a1d,train,original,categorized_audio\animal_sound\SS00662_1fb83a06.wav
SS00663,SS00663_a8758acd.wav,animal_sound,esc50,3-253084-D-2.wav,a8758acdee34d79fb66ef85573ac520a569254cb2f89a856af54047542b129b9,val,original,categorized_audio\animal_sound\SS00663_a8758acd.wav
SS00664,SS00664_5d2bc9d1.wav,animal_sound,esc50,3-253084-E-2.wav,5d2bc9d1338a17953acff5826d70be493e6b7d5fae0b990dd4e8bfdb4acbfdec,test,original,categorized_audio\animal_sound\SS00664_5d2bc9d1.wav
SS00665,SS00665_5d8ae655.wav,animal_sound,esc50,3-257858-A-2.wav,5d8ae655c938c9f962b81081127de300f0a67a1581a0d2d459f9da3575529f0b,val,original,categorized_audio\animal_sound\SS00665_5d8ae655.wav
SS00666,SS00666_eb30bc22.wav,machinery_fault,esc50,3-259622-A-44.wav,eb30bc224e09c0462d51c07ce2fbd275088b0b5af9067784cabbb086d1a2ba7a,train,original,categorized_audio\machinery_fault\SS00666_eb30bc22.wav
SS00667,SS00667_de32c52b.wav,alarm_siren,esc50,3-51376-A-42.wav,de32c52b3f928f02ad8dd388f424bbe7c7e22dbe4614cfcd2a271946aec3325a,train,original,categorized_audio\alarm_siren\SS00667_de32c52b.wav
SS00668,SS00668_02683131.wav,alarm_siren,esc50,3-51731-A-42.wav,0268313151d1865b712d5556e6a0fc7fcf87807639c68de23d9951d38474208e,train,original,categorized_audio\alarm_siren\SS00668_02683131.wav
SS00669,SS00669_4918f7e9.wav,alarm_siren,esc50,3-51731-B-42.wav,4918f7e9c5b2056580ea7261db9b13d026c21aa132bcc6ff981e09c2b7d0518e,train,original,categorized_audio\alarm_siren\SS00669_4918f7e9.wav
SS00670,SS00670_5f5c273e.wav,alarm_siren,esc50,3-51909-A-42.wav,5f5c273e29bd8fbcb52cecc798cbbcdb4497f503e04731ef7bcdc3094d0b046d,val,original,categorized_audio\alarm_siren\SS00670_5f5c273e.wav
SS00671,SS00671_75bf135f.wav,alarm_siren,esc50,3-51909-B-42.wav,75bf135fc612f63b9e79fcf0461c2ea30677d0254c84f43005cfc7d337da75e8,val,original,categorized_audio\alarm_siren\SS00671_75bf135f.wav
